0	0
2.01	0
2.01	2.01
2.68	2.01
2.68	0
4.69	0
4.69	0.67
3.35	0.67
3.35	1.34
4.69	1.34
4.69	2.01
3.35	2.01
3.35	3.35
4.02	3.35
4.02	2.68
4.69	2.68
4.69	4.02
4.02	4.02
4.02	5.36
4.69	5.36
4.69	6.70
3.35	6.70
3.35	6.03
2.68	6.03
2.68	7.37
1.34	7.37
1.34	6.03
0.67	6.03
0.67	7.37
0	7.37
0	4.69
2.68	4.69
2.68	4.02
2.01	4.02
2.01	3.35
1.34	3.35
1.34	4.02
0	4.02
0	2.01
1.34	2.01
1.34	1.34
0	1.34
0	0
